critics_reviews_count,description,developer,genre,genre_tags,link,maturity_rating,metascore,platform,publisher,release_date,title,user_reviews_count,user_score 
45,"Set in the not-too-distant future, the line between the real and digital worlds is blurred. Logging into cyberspace is part of everyday life. For one teenager, a harmless on-line chat spawns a chance encounter with a mysterious hacker. Little did this teen know, this brief meeting would lead to a digi-monumental adventure. In Digimon Story Cyber Sleuth, scan, raise, and train your faithful Digimon companions to battle by your side against a group of hackers. Do you have what it takes to crack this digi-case?",Media Vision,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/digimon-story-cyber-sleuth,T,75,PlayStation 4,Bandai Namco Games,2016-02-02,Digimon Story Cyber Sleuth,317,84
40,"Nights of Azure is a tragic tale of two friends faced with impossible decisions that will test their loyalty to their quest and to each other. Set on an uncharted island that floats in the North Sea, Nights of Azure paints a picture of a land where nights are tormented by azure-blooded demons. In this kingdom of Ruswal, very few people leave their homes after the sun has set, let alone have the strength and skill to take on these powerful monsters. One of the best among these brave few is the protagonist, Arnice, a knight of great skill and power, who is assisted by her friend and priestess Lilysse in a quest to rid the land of demons. However, they soon find out that the solution to the island's problems might not be as simple as defeating enemies in battle.",Gust,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/nights-of-azure,T,67,PlayStation 4,Koei Tecmo Games,2016-03-29,Nights of Azure,85,74
18,"The mysterious Mechanist has unleashed a horde of evil robots into the Commonwealth, including the devious Robobrain. Hunt them down and harvest their parts to build and mod your own custom robot companions. Choose from hundreds of mods; mixing limbs, armor, abilities, and weapons like the all-new lightning chain gun. Even customize their paint schemes and choose their voices!",Bethesda Game Studios,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/fallout-4-automatron,M,69,PlayStation 4,Bethesda Softworks,2016-03-22,Fallout 4: Automatron,93,63
5,"Join the Thieves Guild of Abah's Landing to become the newest recruit in their organization of pickpockets, burglars, robbers, and thieves. The latest DLC game pack for the award-winning The Elder Scrolls Online: Tamriel Unlimited takes you to Hew's Bane – an all new zone to explore in the southern peninsula of Hammerfell. Combined with new story content that will bring you back to all your favorite areas of Tamriel, Thieves Guild offers unexplored delves, powerful group bosses, and much more!",ZeniMax Media,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-elder-scrolls-online-tamriel-unlimited---thieves-guild,NA,75,PlayStation 4,Bethesda Softworks,2016-03-23,The Elder Scrolls Online: Tamriel Unlimited - Thieves Guild,NA,NA
6,"Action adventure RPG elements fuse together with lavish visuals to create a nostalgic world. Navigate your way through hordes of nefarious monsters and massive boss battles in retro pixelated 2D glory. Solve puzzles, converse with locals and gain skills to restore hope to the once peaceful Exidus.","Aksys Games, LookAtMyGame",PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/chronicles-of-teddy-harmony-of-exidus,E,79,PlayStation 4,Aksys Games,2016-03-29,Chronicles of Teddy: Harmony of Exidus,17,69
6,"With the Wasteland Workshop, design and set cages to capture live creatures – from raiders to Deathclaws! Tame them or have them face off in battle, even against your fellow settlers. The Wasteland Workshop also includes a suite of new design options for your settlements like nixie tube lighting, letter kits, taxidermy and more!",Bethesda Game Studios,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/fallout-4-wasteland-workshop,M,50,PlayStation 4,Bethesda Softworks,2016-04-12,Fallout 4: Wasteland Workshop,76,34
41,"In Stories, each choice you make takes Reynardo into a unique narrative. From tongue-in-cheek takes on heroic adventures to dark, Lovecraftian scenes, Stories’ repertoire is as diverse as it is action-packed. But Reynardo’s fateful decisions won’t always be easy: Sometimes retrieving a weapon lost at the beginning of time means sacrificing the life of an old friend. [Playstation.com]",Spearhead Games,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/stories-the-path-of-destinies,T,73,PlayStation 4,Spearhead Games,2016-04-12,Stories: The Path of Destinies,105,74
69,"Developed by Japanese developer FromSoftware, DARK SOULS III is the latest chapter in the DARK SOULS series with its trademark sword and sorcery combat and rewarding action RPG gameplay. Players travel across a wide variety of locations in an interconnected world of unrelenting challenge and deep RPG gameplay as they search for a way to survive the coming apocalypse.",From Software,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/dark-souls-iii,M,89,PlayStation 4,Bandai Namco Games,2016-04-12,Dark Souls III,2353,88
11,Welcome to the world of Full Mojo Rampage where you get to control a Voodoo keeper throughout his adventures. As the player you'll need to guide him safely through each level whilst hunting for voodoo dolls and mojos. These mojos can be found throughout the game in the form of amulets and trinkets that bring him strength and luck. They also unleash an array of other powers that you can craft to your own advantage in order to truly master the terrible powers of Voodoo.,Over the Top Games,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/full-mojo-rampage,T,66,PlayStation 4,Nicalis,2016-06-28,Full Mojo Rampage,NA,NA
18,"A new case from Valentine’s Detective Agency leads you on a search for a young woman and a secret colony of synths. Travel off the coast of Maine to the mysterious island of Far Harbor, where higher levels of radiation have created a more feral world. Navigate through the growing conflict between the synths, the Children of Atom, and the local townspeople. Will you work towards bringing peace to Far Harbor, and at what cost? Far Harbor features the largest landmass for an add-on that we’ve ever created, filled with new faction quests, settlements, lethal creatures and dungeons. Become more powerful with new, higher-level armor and weapons. The choices are all yours.",Bethesda Game Studios,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/fallout-4-far-harbor,M,75,PlayStation 4,Bethesda Softworks,2016-05-19,Fallout 4: Far Harbor,152,62
32,The nubie alchemist Sophie of Kirchen Bell meets the Mysterious Book called Plachta and embarks on a wonderful adventure.,Gust,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/atelier-sophie-the-alchemist-of-the-mysterious-book,T,75,PlayStation 4,Koei Tecmo Games,2016-06-07,Atelier Sophie: The Alchemist of the Mysterious Book,56,82
27,"This expansion pack is an old-school add on with 20 hours of new adventures, where players will travel to the land of Toussaint.",CD Projekt Red Studio,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-witcher-3-wild-hunt---blood-and-wine,M,91,PlayStation 4,Warner Bros. Interactive Entertainment,2016-05-30,The Witcher 3: Wild Hunt - Blood and Wine,976,87
38,"Spiders are back with The Technomancer, a new post-apocalyptic RPG set in a cyberpunk world for PlayStation 4, Xbox One and PC set on Mars during the War of Water, where an aspiring Technomancer faces a myriad of questions as his future grows threatened by the secrets of his past.",Spiders,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-technomancer,M,60,PlayStation 4,Focus Home Interactive,2016-06-28,The Technomancer,121,67
67,"Set between the events of STAR OCEAN: The Second Story and STAR OCEAN: Till the End of Time, STAR OCEAN: Integrity and Faithlessness takes place centuries after humans have left Earth for the stars. On a planet in the distant Faykreed star system, the swordsman Fidel Camuze and his childhood friend Miki Sauvester set out to protect their village from being swallowed in the tides of civil unrest.",Tri-Ace,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/star-ocean-integrity-and-faithlessness,T,58,PlayStation 4,Square Enix,2016-06-28,Star Ocean: Integrity and Faithlessness,270,58
10,"Discover the truth behind an enigmatic AI striving to reach the Singularity, a theoretical “event horizon” in which artificial intelligence will surpass human intelligence and all bets about the future will be off. How will you play your part in the story?  Explore the futuristic city of Harbor Prime and meet its many inhabitants, answer the challenges the city has to offer, roam the neon-lit streets, and augment your character with skills and implants.","Dreadlocks Ltd, Dreadlocks",PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/dex,M,67,PlayStation 4,Dreadlocks Ltd,2016-07-12,Dex,12,74
7,"Once a bustling location, Neverwinter has faced a great many disasters in the past hundred years. Rule of the city remains unclear following the unfortunate demise of the last Lord of Neverwinter and factions still battle for dominance after the all-consuming Spellplague took a high toll on the population. Even Neverwinter's dead are beginning to rise from their graves and march upon the city they once called home.",Cryptic Studios,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/neverwinter,T,74,PlayStation 4,Perfect World Entertainment,2016-07-19,Neverwinter,79,71
18,"Confronting an enemy completely immune to conventional weapons, modern society is driven to the point of extinction. One last hope remains. Following the Fenrir Organization’s development of God Arcs, their wielders are organized into an elite force of God Eaters. As the newest recruit to Fenrir’s Far East Branch, discover that in times of adversity, humans will go to any length to survive in God Eater Resurrection. [Playstation.com]","Shift, Bandai Namco Games",PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/god-eater-resurrection,T,70,PlayStation 4,Bandai Namco Games,2016-06-29,God Eater Resurrection,57,73
